timestamp;Rain intensity (mm/h);Rain amount accumulated (mm);Weather code to SYNOP waw;Weather code to SYNOP ww;Weather code METAR/SPECI;Weather code according to NWS;Radar reflectivity (dBz);MOR visibility in precipitation (m);Sample interval (s);Signal amplitude of the laser strip;Number of particles detected and validated;Temperature in the sensor housing (°C);Sensor serial number;Firmware IOP version number;Firmware DSP version number;Sensor head heating current (A);Power supply voltage (V);Sensor status;Sensor time;Sensor date;Station name;Station number;Rain amount absolute (mm);Error code;Temperature PCB (°C);Temperature right sensor head (°C);Temperature left sensor head (°C);Rain intensity max. 30.000 mm/h (mm/h);Rain intensity max. 1200.0 mm/h (mm/h);Rain amount accumulated 16bit (mm);Radar reflectivity (dBz);Kinetic energy (J/(m^2h));Snow depth intensity (mm/h);Number of all particles detected
2023-02-25T11:54:00.851916;0001.051;0000.17;61;62;  -RA;  R-;25.430;12183;00061;13055;00181;008;450994;2.11.6;2.11.1;2.00;24.2;0;11:52:00;25.02.2023;GV;008;0000.17;000;023;010;010;01.051;0001.1;0000.17;25.43;0009.55;0000.00;00000183
2023-02-25T11:55:00.466515;0000.415;0000.18;61;61;  -RA;  R-;18.710;18171;00060;13021;00118;008;450994;2.11.6;2.11.1;2.00;24.2;0;11:52:59;25.02.2023;GV;008;0000.18;000;023;010;009;00.415;0000.4;0000.18;18.71;0002.21;0000.00;00000120
2023-02-25T11:56:00.543561;0000.098;0000.18;61;61;  -RA;  R-;10.026;19634;00060;13022;00048;008;450994;2.11.6;2.11.1;2.00;24.2;0;11:53:59;25.02.2023;GV;008;0000.18;000;022;010;010;00.098;0000.1;0000.18;10.02;0000.30;0000.00;00000048
2023-02-25T11:57:00.989729;0000.000;0000.18;00;00;   NP;   C;-9.999;19926;00060;13022;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;11:55:00;25.02.2023;GV;008;0000.18;000;022;010;010;00.000;0000.0;0000.18;-9.99;0000.00;0000.00;00000003
2023-02-25T11:58:00.992520;0000.000;0000.18;00;00;   NP;   C;-9.999;19985;00060;13022;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;11:56:00;25.02.2023;GV;008;0000.18;000;022;010;010;00.000;0000.0;0000.18;-9.99;0000.00;0000.00;00000002
2023-02-25T11:59:00.983600;0000.000;0000.18;00;00;   NP;   C;-9.999;19997;00060;13015;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;11:57:00;25.02.2023;GV;008;0000.18;000;022;011;010;00.000;0000.0;0000.18;-9.99;0000.00;0000.00;00000000
2023-02-25T12:00:00.956262;0000.000;0000.18;00;00;   NP;   C;-9.999;19999;00060;13002;00000;007;450994;2.11.6;2.11.1;2.00;24.3;0;11:58:00;25.02.2023;GV;008;0000.18;000;022;009;009;00.000;0000.0;0000.18;-9.99;0000.00;0000.00;00000002
2023-02-25T12:01:00.945375;0000.158;0000.18;61;61;  -RA;  R-;12.052;19999;00060;13011;00084;007;450994;2.11.6;2.11.1;2.00;24.2;0;11:59:00;25.02.2023;GV;008;0000.18;000;022;010;010;00.158;0000.2;0000.18;12.05;0000.53;0000.00;00000084
2023-02-25T12:02:00.703804;0000.388;0000.19;61;61;  -RA;  R-;16.194;14950;00060;12993;00177;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:00:00;25.02.2023;GV;008;0000.19;000;022;010;010;00.388;0000.4;0000.19;16.19;0001.32;0000.00;00000178
2023-02-25T12:03:00.270781;0000.117;0000.19;57;58;-RADZ; RL-;09.306;18990;00060;12976;00092;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:00:59;25.02.2023;GV;008;0000.19;000;022;010;010;00.117;0000.1;0000.19;09.30;0000.31;0000.00;00000093
2023-02-25T12:04:00.107044;0000.077;0000.19;57;58;-RADZ; RL-;07.329;19798;00060;12973;00067;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:01:59;25.02.2023;GV;008;0000.19;000;022;011;010;00.077;0000.1;0000.19;07.32;0000.16;0000.00;00000068
2023-02-25T12:05:00.729127;0000.026;0000.19;57;58;-RADZ; RL-;03.214;19959;00061;12964;00020;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:03:00;25.02.2023;GV;008;0000.19;000;021;009;009;00.026;0000.0;0000.19;03.21;0000.08;0000.00;00000020
2023-02-25T12:06:00.941159;0000.000;0000.19;00;00;   NP;   C;-9.999;19991;00060;12971;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:04:00;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000011
2023-02-25T12:07:00.009738;0000.000;0000.19;00;00;   NP;   C;-9.999;19998;00059;12931;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:04:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000011
2023-02-25T12:08:00.071851;0000.000;0000.19;00;00;   NP;   C;-9.999;19999;00060;12960;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:05:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000015
2023-02-25T12:09:00.174332;0000.000;0000.19;00;00;   NP;   C;-9.999;19999;00060;12944;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:06:59;25.02.2023;GV;008;0000.19;000;021;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000007
2023-02-25T12:10:00.210488;0000.000;0000.19;00;00;   NP;   C;-9.999;19999;00060;12928;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:07:59;25.02.2023;GV;008;0000.19;000;021;009;009;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:11:00.184919;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12910;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:08:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000009
2023-02-25T12:12:00.287559;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12939;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:09:59;25.02.2023;GV;008;0000.19;000;021;011;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:13:00.260494;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12945;00000;005;450994;2.11.6;2.11.1;2.00;24.2;0;12:10:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:14:00.232032;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12915;00000;005;450994;2.11.6;2.11.1;2.00;24.2;0;12:11:59;25.02.2023;GV;008;0000.19;000;021;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:15:00.207791;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12919;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:12:59;25.02.2023;GV;008;0000.19;000;021;010;009;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:16:00.181362;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12912;00000;005;450994;2.11.6;2.11.1;2.00;24.2;0;12:13:59;25.02.2023;GV;008;0000.19;000;020;011;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:17:00.155580;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12917;00000;005;450994;2.11.6;2.11.1;2.00;24.2;0;12:14:59;25.02.2023;GV;008;0000.19;000;020;009;009;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:18:00.127568;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12919;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:15:59;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:19:00.100377;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12928;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:16:59;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:20:00.074069;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12942;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:17:59;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:21:00.047742;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12926;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:18:59;25.02.2023;GV;008;0000.19;000;020;010;009;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:22:00.021210;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12943;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:19:59;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:23:00.996192;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00061;12924;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:21:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:24:00.961404;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12943;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:22:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:25:00.934535;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12941;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:23:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:26:00.907788;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12948;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:24:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:27:00.881370;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12960;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:25:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:28:00.854675;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12930;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:26:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:29:00.827926;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12955;00000;006;450994;2.11.6;2.11.1;2.00;24.2;0;12:27:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:30:00.802207;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12925;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:28:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:31:00.775609;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12921;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:29:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:32:00.749454;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12936;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:30:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:33:00.723922;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12938;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:31:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:34:00.696247;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12957;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:32:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:35:00.668984;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12958;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:33:00;25.02.2023;GV;008;0000.19;000;020;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:36:00.641862;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12971;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:34:00;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:37:00.616142;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12975;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:35:00;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:38:00.590302;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12992;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:36:00;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:39:00.563376;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13014;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:36:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:40:00.538150;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13015;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:37:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:41:00.510946;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12997;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:38:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:42:00.485818;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12999;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:39:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:43:00.457792;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12970;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:40:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:44:00.431521;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13007;00000;007;450994;2.11.6;2.11.1;2.00;24.2;0;12:41:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:45:00.403742;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13004;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:42:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:46:00.379035;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13060;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:43:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:47:00.353176;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13031;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:44:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:48:00.327387;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13056;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:45:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:49:00.300827;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13030;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:46:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:50:00.273218;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13047;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:47:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:51:00.241696;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13019;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:48:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:52:00.219541;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13043;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:49:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:53:00.193877;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13021;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:50:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:54:00.166872;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13016;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:51:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:55:00.141021;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13049;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:52:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:56:00.114157;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13033;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:53:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:57:00.087723;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13054;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:54:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:58:00.061125;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13020;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:55:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T12:59:00.033757;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12997;00000;008;450994;2.11.6;2.11.1;2.00;24.2;0;12:56:59;25.02.2023;GV;008;0000.19;000;021;010;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:00:00.007443;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13009;00000;009;450994;2.11.6;2.11.1;2.00;24.2;0;12:57:59;25.02.2023;GV;008;0000.19;000;021;011;010;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:01:00.981162;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00061;12999;00000;009;450994;2.11.6;2.11.1;2.00;24.2;0;12:59:00;25.02.2023;GV;008;0000.19;000;022;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:02:00.947385;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13049;00000;009;450994;2.11.6;2.11.1;2.00;24.2;0;13:00:00;25.02.2023;GV;008;0000.19;000;022;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:03:00.920986;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13016;00000;009;450994;2.11.6;2.11.1;2.00;24.2;0;13:01:00;25.02.2023;GV;008;0000.19;000;022;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:04:00.894290;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13011;00000;009;450994;2.11.6;2.11.1;2.00;24.2;0;13:02:00;25.02.2023;GV;008;0000.19;000;022;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:05:00.867046;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13021;00000;009;450994;2.11.6;2.11.1;2.00;24.2;0;13:03:00;25.02.2023;GV;008;0000.19;000;022;012;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:06:00.840988;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13022;00000;010;450994;2.11.6;2.11.1;1.48;24.3;0;13:04:00;25.02.2023;GV;008;0000.19;000;022;012;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:07:00.815370;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13051;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:05:00;25.02.2023;GV;008;0000.19;000;022;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:08:00.788122;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13065;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:06:00;25.02.2023;GV;008;0000.19;000;022;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:09:00.762819;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13038;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:07:00;25.02.2023;GV;008;0000.19;000;022;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:10:00.735802;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13013;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:08:00;25.02.2023;GV;008;0000.19;000;022;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:11:00.709127;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13036;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:09:00;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:12:00.683030;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13027;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:10:00;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:13:00.656314;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13010;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:11:00;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:14:00.630099;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12999;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:12:00;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:15:00.603967;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12994;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:13:00;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:16:00.577309;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13002;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:13:59;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:17:00.549974;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12995;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:14:59;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:18:00.523864;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12992;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:15:59;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:19:00.497359;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;13009;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:16:59;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:20:00.471655;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12984;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:17:59;25.02.2023;GV;008;0000.19;000;023;012;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:21:00.445550;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12992;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:18:59;25.02.2023;GV;008;0000.19;000;023;011;012;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:22:00.419305;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12973;00000;010;450994;2.11.6;2.11.1;0.50;24.3;0;13:19:59;25.02.2023;GV;008;0000.19;000;023;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:23:00.392604;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12996;00000;010;450994;2.11.6;2.11.1;0.49;24.3;0;13:20:59;25.02.2023;GV;008;0000.19;000;023;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:24:00.366170;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12993;00000;010;450994;2.11.6;2.11.1;0.49;24.3;0;13:21:59;25.02.2023;GV;008;0000.19;000;023;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:25:00.340065;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12987;00000;010;450994;2.11.6;2.11.1;0.49;24.3;0;13:22:59;25.02.2023;GV;008;0000.19;000;023;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
2023-02-25T13:26:00.312379;0000.000;0000.19;00;00;   NP;   C;-9.999;20000;00060;12997;00000;010;450994;2.11.6;2.11.1;0.49;24.3;0;13:23:59;25.02.2023;GV;008;0000.19;000;023;011;011;00.000;0000.0;0000.19;-9.99;0000.00;0000.00;00000000
